FECHA;DEPARTAMENTO;MUNICIPIO;TIPO_DE_EVENTO;DIVIPOLA;FALLECIDOS;HERIDOS;DESAPARECIDOS;AFECTADOS;FAMILIAS;VIVIENDAS_DESTRUIDAS;VIVIENDAS_AVERIADAS
1/02/2019;TOLIMA;CHAPARRAL;INCENDIO DE COBERTURA VEGETAL;73168;0;0;0;0;0;0;0
1/03/2019;TOLIMA;ANZOATEGUI;INCENDIO DE COBERTURA VEGETAL;73043;0;0;0;0;0;0;0
1/03/2019;BOYACA;TIPACOQUE;INCENDIO DE COBERTURA VEGETAL;15810;0;0;0;0;0;0;0
1/02/2019;BOYACA;VENTAQUEMADA;INCENDIO DE COBERTURA VEGETAL;15861;0;0;0;0;0;0;0
1/02/2019;BOYACA;JERICO;INCENDIO DE COBERTURA VEGETAL;15368;0;0;0;0;0;0;0
1/02/2019;BOYACA;BOAVITA;INCENDIO DE COBERTURA VEGETAL;15097;0;0;0;0;0;0;0
1/02/2019;BOYACA;CHITA;INMERSION;15183;0;0;0;0;0;0;0
1/02/2019;BOYACA;BOAVITA;INCENDIO DE COBERTURA VEGETAL;15097;0;0;0;0;0;0;0
1/03/2019;CUNDINAMARCA;CAQUEZA;INCENDIO DE COBERTURA VEGETAL;25151;0;0;0;0;0;0;0
1/02/2019;CUNDINAMARCA;CHOACHI;INCENDIO DE COBERTURA VEGETAL;25181;0;0;0;0;0;0;0
1/02/2019;CUNDINAMARCA;GACHETA;INCENDIO DE COBERTURA VEGETAL;25297;0;0;0;0;0;0;0
1/03/2019;ANTIOQUIA;BELLO;INCENDIO DE COBERTURA VEGETAL;5088;0;1;0;1;0;0;0
1/03/2019;TOLIMA;LIBANO;INCENDIO DE COBERTURA VEGETAL;73411;0;0;0;0;0;0;0
1/03/2019;CESAR;SAN DIEGO;INCENDIO DE COBERTURA VEGETAL;20750;0;0;0;0;0;0;0
1/03/2019;CESAR;EL PASO;INCENDIO DE COBERTURA VEGETAL;20250;0;0;0;0;0;0;0
1/03/2019;SANTANDER;FLORIDABLANCA;INCENDIO DE COBERTURA VEGETAL;68276;0;0;0;0;0;0;0
1/01/2019;SANTANDER;PIEDECUESTA;INCENDIO DE COBERTURA VEGETAL;68547;0;0;0;0;0;0;0
1/02/2019;BOYACA;PAIPA;INCENDIO DE COBERTURA VEGETAL;15516;0;0;0;0;0;0;0
1/03/2019;META;PUERTO GAITAN;INCENDIO DE COBERTURA VEGETAL;50568;0;0;0;0;0;0;0
1/03/2019;TOLIMA;GUAMO;INCENDIO DE COBERTURA VEGETAL;73319;0;0;0;0;0;0;0
1/03/2019;TOLIMA;SAN LUIS;INCENDIO DE COBERTURA VEGETAL;73678;0;0;0;0;0;0;0
1/04/2019;CAQUETA;FLORENCIA;MOVIMIENTO EN MASA;18001;0;0;0;15;3;3;0
1/03/2019;TOLIMA;SAN LUIS;INCENDIO DE COBERTURA VEGETAL;73678;0;0;0;0;0;0;0
1/02/2019;TOLIMA;PIEDRAS;INCENDIO DE COBERTURA VEGETAL;73547;0;0;0;0;0;0;0
1/02/2019;TOLIMA;SALDAÑA;INCENDIO DE COBERTURA VEGETAL;73671;0;0;0;0;0;0;0
1/02/2019;TOLIMA;CASABIANCA;INCENDIO DE COBERTURA VEGETAL;73152;0;0;0;0;0;0;0
1/01/2019;TOLIMA;GUAMO;INCENDIO DE COBERTURA VEGETAL;73319;0;0;0;0;0;0;0
1/01/2019;TOLIMA;VILLARRICA;INCENDIO DE COBERTURA VEGETAL;73873;0;0;0;0;0;0;0
1/01/2019;TOLIMA;ESPINAL;INCENDIO DE COBERTURA VEGETAL;73268;0;0;0;0;0;0;0
1/01/2019;TOLIMA;ALVARADO;INCENDIO DE COBERTURA VEGETAL;73026;0;0;0;0;0;0;0
1/02/2019;CESAR;AGUACHICA;INCENDIO DE COBERTURA VEGETAL;20011;0;0;0;0;0;0;0
1/02/2019;CESAR;EL PASO;INCENDIO DE COBERTURA VEGETAL;20250;0;0;0;0;0;0;0
1/02/2019;BOYACA;BOYACA;INCENDIO DE COBERTURA VEGETAL;15104;0;0;0;0;0;0;0
1/03/2019;BOYACA;SAMACA;INCENDIO DE COBERTURA VEGETAL;15646;0;0;0;0;0;0;0
1/03/2019;SANTANDER;ONZAGA;INCENDIO DE COBERTURA VEGETAL;68502;0;0;0;0;0;0;0
1/03/2019;SANTANDER;PINCHOTE;INCENDIO DE COBERTURA VEGETAL;68549;0;0;0;0;0;0;0
1/03/2019;SANTANDER;LA BELLEZA;INCENDIO DE COBERTURA VEGETAL;68377;0;0;0;0;0;0;0
1/04/2019;SANTANDER;CHARALA;INCENDIO DE COBERTURA VEGETAL;68167;0;0;0;0;0;0;0
1/04/2019;META;VILLAVICENCIO;INCENDIO DE COBERTURA VEGETAL;50001;0;0;0;0;0;0;0
1/04/2019;META;VILLAVICENCIO;INCENDIO DE COBERTURA VEGETAL;50001;0;0;0;0;0;0;0
1/03/2019;RISARALDA;LA CELIA;INCENDIO DE COBERTURA VEGETAL;66383;0;0;0;0;0;0;0
1/04/2019;ANTIOQUIA;SANTAFE DE ANTIOQUIA;INCENDIO DE COBERTURA VEGETAL;5042;0;0;0;0;0;0;0
1/04/2019;BOYACA;BELEN;INCENDIO DE COBERTURA VEGETAL;15087;0;0;0;0;0;0;0
1/04/2019;LA GUAJIRA;DISTRACCION;INCENDIO DE COBERTURA VEGETAL;44098;0;0;0;0;0;0;0
1/04/2019;TOLIMA;MELGAR;INCENDIO DE COBERTURA VEGETAL;73449;0;0;0;0;0;0;0
1/03/2019;CUNDINAMARCA;UNE;INCENDIO DE COBERTURA VEGETAL;25845;0;0;0;0;0;0;0
1/03/2019;CUNDINAMARCA;LA PALMA;INCENDIO DE COBERTURA VEGETAL;25394;0;0;0;0;0;0;0
1/03/2019;CUNDINAMARCA;AGUA DE DIOS;INCENDIO DE COBERTURA VEGETAL;25001;0;0;0;0;0;0;0
1/03/2019;CUNDINAMARCA;SILVANIA;INCENDIO DE COBERTURA VEGETAL;25743;0;0;0;0;0;0;0
1/03/2019;CUNDINAMARCA;SILVANIA;INCENDIO DE COBERTURA VEGETAL;25743;0;0;0;0;0;0;0
1/03/2019;CUNDINAMARCA;SILVANIA;INCENDIO DE COBERTURA VEGETAL;25743;0;0;0;0;0;0;0
1/04/2019;ANTIOQUIA;AMALFI;ACCIDENTE MINERO;5031;1;1;0;2;0;0;0
1/04/2019;BOGOTA, D.C.;BOGOTA, D.C.;INCENDIO DE COBERTURA VEGETAL;11001;0;0;0;0;0;0;0
1/04/2019;CESAR;AGUACHICA;INCENDIO DE COBERTURA VEGETAL;20011;0;0;0;0;0;0;0
1/04/2019;GUAINIA;INIRIDA;INCENDIO DE COBERTURA VEGETAL;94001;0;0;0;0;0;0;0
1/04/2019;CASANARE;OROCUE;INCENDIO DE COBERTURA VEGETAL;85230;0;0;0;0;0;0;0
1/03/2019;CASANARE;OROCUE;INCENDIO DE COBERTURA VEGETAL;85230;0;0;0;0;0;0;0
1/05/2019;META;LA URIBE;INCENDIO DE COBERTURA VEGETAL;50370;0;0;0;0;0;0;0
1/03/2019;CASANARE;OROCUE;INCENDIO DE COBERTURA VEGETAL;85230;0;0;0;0;0;0;0
1/05/2019;CUNDINAMARCA;SIBATE;INCENDIO DE COBERTURA VEGETAL;25740;0;0;0;0;0;0;0
1/05/2019;VALLE DEL CAUCA;JAMUNDI;INCENDIO DE COBERTURA VEGETAL;76364;0;0;0;0;0;0;0
1/05/2019;CAQUETA;MORELIA;COLAPSO ESTRUCTURAL;18479;0;8;0;8;0;0;0
1/05/2019;CORDOBA;MONTERIA;INCENDIO DE COBERTURA VEGETAL;23001;0;0;0;0;0;0;0
1/05/2019;CALDAS;AGUADAS;INCENDIO DE COBERTURA VEGETAL;17013;0;0;0;0;0;0;0
1/03/2019;SANTANDER;GIRON;INCENDIO DE COBERTURA VEGETAL;68307;0;0;0;0;0;0;0
1/04/2019;SANTANDER;BARICHARA;INCENDIO DE COBERTURA VEGETAL;68079;0;0;0;0;0;0;0
1/05/2019;CUNDINAMARCA;BOJACA;INCENDIO DE COBERTURA VEGETAL;25099;0;0;0;0;0;0;0
1/05/2019;CUNDINAMARCA;CHOACHI;INCENDIO DE COBERTURA VEGETAL;25181;0;0;0;0;0;0;0
1/05/2019;CUNDINAMARCA;FOMEQUE;INCENDIO DE COBERTURA VEGETAL;25279;0;0;0;0;0;0;0
1/05/2019;CUNDINAMARCA;QUETAME;INCENDIO DE COBERTURA VEGETAL;25594;0;0;0;0;0;0;0
1/05/2019;CUNDINAMARCA;UBALA;INCENDIO DE COBERTURA VEGETAL;25839;0;0;0;0;0;0;0
1/05/2019;SANTANDER;GIRON;INCENDIO DE COBERTURA VEGETAL;68307;0;0;0;0;0;0;0
1/05/2019;SANTANDER;LEBRIJA;INCENDIO DE COBERTURA VEGETAL;68406;0;0;0;0;0;0;0
1/05/2019;SANTANDER;PUERTO WILCHES;INCENDIO DE COBERTURA VEGETAL;68575;0;0;0;0;0;0;0
1/06/2019;ANTIOQUIA;BELLO;COLAPSO ESTRUCTURAL;5088;0;0;0;15;3;1;2
1/06/2019;ANTIOQUIA;SAN JERONIMO;INCENDIO DE COBERTURA VEGETAL;5656;0;0;0;0;0;0;0
1/06/2019;CALDAS;MANIZALES;ACCIDENTE TRANSPORTE TERRESTRE;17001;0;4;0;4;0;0;0
1/06/2019;CUNDINAMARCA;CHIA;GRANIZADA;25175;0;0;0;0;0;0;0
1/06/2019;CUNDINAMARCA;LA VEGA;ACCIDENTE TRANSPORTE TERRESTRE;25402;0;11;0;11;0;0;0
1/06/2019;CUNDINAMARCA;SAN ANTONIO DEL TEQUENDAMA;INCENDIO DE COBERTURA VEGETAL;25645;0;0;0;0;0;0;0
1/06/2019;CUNDINAMARCA;SILVANIA;INCENDIO DE COBERTURA VEGETAL;25743;0;0;0;0;0;0;0
1/06/2019;NORTE DE SANTANDER;PAMPLONA;INCENDIO DE COBERTURA VEGETAL;54518;0;0;0;0;0;0;0
1/06/2019;META;VILLAVICENCIO;INCENDIO DE COBERTURA VEGETAL;50001;0;0;0;0;0;0;0
1/05/2019;GUAINIA;INIRIDA;ACCIDENTE TRANSPORTE MARITIMO O FLUVIAL;94001;1;0;0;1;1;0;0
1/06/2019;CUNDINAMARCA;SOACHA;INCENDIO DE COBERTURA VEGETAL;25754;0;0;0;0;0;0;0
1/05/2019;CUNDINAMARCA;PAIME;VENDAVAL;25518;0;0;0;10;2;0;2
1/06/2019;RISARALDA;PEREIRA;VENDAVAL;66001;0;0;0;220;55;0;55
1/06/2019;RISARALDA;DOSQUEBRADAS;VENDAVAL;66170;0;0;0;36;12;0;12
1/06/2019;SANTANDER;GIRON;INCENDIO DE COBERTURA VEGETAL;68307;0;0;0;0;0;0;0
1/06/2019;VALLE DEL CAUCA;BUGALAGRANDE;INCENDIO DE COBERTURA VEGETAL;76113;0;0;0;0;0;0;0
1/07/2019;CASANARE;TRINIDAD;INCENDIO DE COBERTURA VEGETAL;85430;0;0;0;0;0;0;0
1/07/2019;CUNDINAMARCA;CAQUEZA;INCENDIO DE COBERTURA VEGETAL;25151;0;0;0;0;0;0;0
1/07/2019;MAGDALENA;SANTA MARTA;INCENDIO DE COBERTURA VEGETAL;47001;0;0;0;0;0;0;0
1/08/2019;CAUCA;PATIA;ACCIDENTE TRANSPORTE TERRESTRE;19532;0;15;0;15;0;0;0
1/08/2019;META;PUERTO GAITAN;INCENDIO DE COBERTURA VEGETAL;50568;0;0;0;0;0;0;0
1/07/2019;MAGDALENA;ZONA BANANERA;INCENDIO DE COBERTURA VEGETAL;47980;0;0;0;0;0;0;0
1/07/2019;LA GUAJIRA;BARRANCAS;INCENDIO DE COBERTURA VEGETAL;44078;0;0;0;0;0;0;0
1/06/2019;VALLE DEL CAUCA;GUADALAJARA DE BUGA;INCENDIO DE COBERTURA VEGETAL;76111;0;0;0;0;0;0;0
1/08/2019;CESAR;VALLEDUPAR;MOVIMIENTO EN MASA;20001;0;0;0;0;0;0;0
1/08/2019;VALLE DEL CAUCA;BUENAVENTURA;INUNDACION;76109;1;0;0;1;0;0;0
1/08/2019;META;VILLAVICENCIO;INCENDIO DE COBERTURA VEGETAL;50001;0;0;0;0;0;0;0
1/07/2019;VALLE DEL CAUCA;CALI;INCENDIO DE COBERTURA VEGETAL;76001;0;0;0;0;0;0;0
1/07/2019;BOYACA;GUATEQUE;INCENDIO DE COBERTURA VEGETAL;15322;0;0;0;0;0;0;0
1/07/2019;BOYACA;TURMEQUE;INCENDIO DE COBERTURA VEGETAL;15835;0;0;0;0;0;0;0
1/07/2019;MAGDALENA;ARACATACA;INCENDIO DE COBERTURA VEGETAL;47053;0;0;0;0;0;0;0
1/07/2019;LA GUAJIRA;RIOHACHA;INCENDIO ESTRUCTURAL;44001;0;0;0;5;1;0;1
1/08/2019;CUNDINAMARCA;SOACHA;INCENDIO DE COBERTURA VEGETAL;25754;0;0;0;0;0;0;0
1/09/2019;SANTANDER;CALIFORNIA;ACCIDENTE TRANSPORTE TERRESTRE;68132;2;0;0;2;0;0;0
1/09/2019;SANTANDER;LANDAZURI;MOVIMIENTO EN MASA;68385;0;0;0;0;0;0;0
1/08/2019;ANTIOQUIA;BARBOSA;ACCIDENTE TRANSPORTE TERRESTRE;5079;0;11;0;11;0;0;0
1/03/2019;ANTIOQUIA;APARTADO;INCENDIO DE COBERTURA VEGETAL;5045;0;0;0;0;0;0;0
1/01/2019;ANTIOQUIA;ITAGUI;INCENDIO DE COBERTURA VEGETAL;5360;0;0;0;0;0;0;0
1/08/2019;CESAR;SAN DIEGO;INCENDIO DE COBERTURA VEGETAL;20750;0;0;0;0;0;0;0
1/09/2019;ATLANTICO;LURUACO;INCENDIO DE COBERTURA VEGETAL;8421;0;0;0;0;0;0;0
1/09/2019;CUNDINAMARCA;FUSAGASUGA;ACCIDENTE TRANSPORTE TERRESTRE;25290;1;20;0;21;0;0;0
1/08/2019;VALLE DEL CAUCA;BUENAVENTURA;INUNDACION;76109;1;0;0;1;0;0;0
1/09/2019;VALLE DEL CAUCA;BUENAVENTURA;ACCIDENTE TRANSPORTE TERRESTRE;76109;0;12;0;12;0;0;0
1/09/2019;ANTIOQUIA;ANGOSTURA;INCENDIO DE COBERTURA VEGETAL;5038;0;0;0;0;0;0;0
1/02/2019;ANTIOQUIA;LA CEJA;INCENDIO DE COBERTURA VEGETAL;5376;0;0;0;0;0;0;0
1/03/2019;ANTIOQUIA;SEGOVIA;INCENDIO DE COBERTURA VEGETAL;5736;0;0;0;0;0;0;0
1/10/2019;ARAUCA;TAME;INCENDIO DE COBERTURA VEGETAL;81794;0;0;0;0;0;0;0
1/02/2019;ATLANTICO;SABANALARGA;INCENDIO DE COBERTURA VEGETAL;8638;0;0;0;0;0;0;0
1/04/2019;ATLANTICO;SABANALARGA;INCENDIO DE COBERTURA VEGETAL;8638;0;0;0;0;0;0;0
1/05/2019;ATLANTICO;SABANALARGA;INCENDIO DE COBERTURA VEGETAL;8638;0;0;0;0;0;0;0
1/07/2019;BOYACA;CHIVATA;OTROS;15187;2;0;0;2;0;0;0
1/09/2019;BOYACA;SOGAMOSO;ACCIDENTE MINERO;15759;1;0;0;1;0;0;0
1/09/2019;BOYACA;JERICO;INCENDIO DE COBERTURA VEGETAL;15368;0;0;0;0;0;0;0
1/03/2019;ATLANTICO;SOLEDAD;INCENDIO DE COBERTURA VEGETAL;8758;0;0;0;0;0;0;0
1/02/2019;BOLIVAR;TURBACO;INCENDIO DE COBERTURA VEGETAL;13836;0;0;0;0;0;0;0
1/04/2019;BOLIVAR;EL CARMEN DE BOLIVAR;INCENDIO DE COBERTURA VEGETAL;13244;0;0;0;0;0;0;0
1/05/2019;BOLIVAR;MAHATES;INCENDIO DE COBERTURA VEGETAL;13433;0;0;0;0;0;0;0
1/10/2019;BOYACA;TUNJA;INCENDIO DE COBERTURA VEGETAL;15001;0;0;0;0;0;0;0
1/10/2019;CALDAS;MANIZALES;ACCIDENTE TRANSPORTE TERRESTRE;17001;0;3;0;3;0;0;0
1/08/2019;CUNDINAMARCA;SOACHA;INCENDIO DE COBERTURA VEGETAL;25754;0;0;0;0;0;0;0
1/10/2019;SANTANDER;LEBRIJA;ACCIDENTE TRANSPORTE TERRESTRE;68406;0;6;0;6;0;0;0
1/06/2019;BOYACA;GUICAN;INCENDIO DE COBERTURA VEGETAL;15332;0;0;0;0;0;0;0
1/04/2019;BOYACA;SAN PABLO DE BORBUR;INCENDIO DE COBERTURA VEGETAL;15681;0;0;0;0;0;0;0
1/06/2019;CALDAS;ANSERMA;INCENDIO DE COBERTURA VEGETAL;17042;0;0;0;0;0;0;0
1/03/2019;CASANARE;AGUAZUL;INCENDIO DE COBERTURA VEGETAL;85010;0;0;0;0;0;0;0
1/05/2019;CASANARE;OROCUE;INCENDIO DE COBERTURA VEGETAL;85230;0;0;0;0;0;0;0
1/03/2019;CESAR;AGUACHICA;INCENDIO DE COBERTURA VEGETAL;20011;0;0;0;0;0;0;0
1/11/2019;CUNDINAMARCA;SUESCA;INCENDIO DE COBERTURA VEGETAL;25772;0;0;0;0;0;0;0
1/03/2019;CESAR;AGUACHICA;INCENDIO DE COBERTURA VEGETAL;20011;0;0;0;0;0;0;0
1/05/2019;CESAR;BOSCONIA;INCENDIO DE COBERTURA VEGETAL;20060;0;0;0;0;0;0;0
1/06/2019;CESAR;EL COPEY;INCENDIO DE COBERTURA VEGETAL;20238;0;0;0;0;0;0;0
1/11/2019;GUAVIARE;SAN JOSE DEL GUAVIARE;INCENDIO DE COBERTURA VEGETAL;95001;0;0;0;0;0;0;0
1/11/2019;GUAVIARE;SAN JOSE DEL GUAVIARE;INCENDIO DE COBERTURA VEGETAL;95001;0;0;0;0;0;0;0
1/11/2019;NARIÑO;BARBACOAS;VENDAVAL;52079;0;0;0;118;31;0;31
1/11/2019;GUAVIARE;SAN JOSE DEL GUAVIARE;INCENDIO DE COBERTURA VEGETAL;95001;0;0;0;0;0;0;0
1/11/2019;ATLANTICO;MALAMBO;COLAPSO ESTRUCTURAL;8433;2;0;0;2;0;0;0
1/12/2019;RISARALDA;BALBOA;INCENDIO DE COBERTURA VEGETAL;66075;0;0;0;0;0;0;0
1/12/2019;NARIÑO;GUACHUCAL;GRANIZADA;52317;0;0;0;0;0;0;0
01/13/2019 ;CUNDINAMARCA;FUSAGASUGA;INCENDIO ESTRUCTURAL;25290;0;4;0;4;1;0;1
01/13/2019 ;CESAR;AGUACHICA;ACCIDENTE TRANSPORTE TERRESTRE;20011;0;8;0;8;0;0;0
1/12/2019;CASANARE;MANI;INCENDIO DE COBERTURA VEGETAL;85139;0;0;0;0;0;0;0
01/13/2019 ;META;GRANADA;INCENDIO DE COBERTURA VEGETAL;50313;0;0;0;0;0;0;0
01/13/2019 ;META;GRANADA;INCENDIO DE COBERTURA VEGETAL;50313;0;0;0;0;0;0;0
1/11/2019;CUNDINAMARCA;GRANADA;INCENDIO ESTRUCTURAL;25312;0;0;0;5;1;0;1
1/06/2019;CESAR;EL PASO;INCENDIO DE COBERTURA VEGETAL;20250;0;0;0;0;0;0;0
1/03/2019;CESAR;SAN ALBERTO;INCENDIO DE COBERTURA VEGETAL;20710;0;0;0;0;0;0;0
1/05/2019;CESAR;SAN ALBERTO;INCENDIO DE COBERTURA VEGETAL;20710;0;0;0;0;0;0;0
1/02/2019;CUNDINAMARCA;ANOLAIMA;INCENDIO DE COBERTURA VEGETAL;25040;0;0;0;0;0;0;0
1/05/2019;CUNDINAMARCA;GACHETA;INCENDIO DE COBERTURA VEGETAL;25297;0;0;0;0;0;0;0
1/02/2019;CUNDINAMARCA;NEMOCON;INCENDIO DE COBERTURA VEGETAL;25486;0;0;0;0;0;0;0
1/02/2019;CUNDINAMARCA;SIMIJACA;INCENDIO DE COBERTURA VEGETAL;25745;0;0;0;0;0;0;0
1/04/2019;CUNDINAMARCA;ZIPAQUIRA;INCENDIO DE COBERTURA VEGETAL;25899;0;0;0;0;0;0;0
01/14/2019 ;CAUCA;BOLIVAR;MOVIMIENTO EN MASA;19100;0;0;0;0;0;0;0
1/03/2019;GUAINIA;INIRIDA;INCENDIO DE COBERTURA VEGETAL;94001;0;0;0;0;0;0;0
1/05/2019;HUILA;TELLO;INCENDIO DE COBERTURA VEGETAL;41799;0;0;0;0;0;0;0
1/05/2019;HUILA;ISNOS;INCENDIO DE COBERTURA VEGETAL;41359;0;0;0;0;0;0;0
1/06/2019;HUILA;TIMANA;INCENDIO DE COBERTURA VEGETAL;41807;0;0;0;0;0;0;0
1/05/2019;MAGDALENA;NUEVA GRANADA;INCENDIO DE COBERTURA VEGETAL;47460;0;0;0;0;0;0;0
1/05/2019;MAGDALENA;ALGARROBO;INCENDIO DE COBERTURA VEGETAL;47030;0;0;0;0;0;0;0
1/10/2019;BOYACA;TUNJA;INCENDIO ESTRUCTURAL;15001;0;0;0;0;0;0;0
01/14/2019 ;META;PUERTO GAITAN;INCENDIO DE COBERTURA VEGETAL;50568;0;0;0;0;0;0;0
01/14/2019 ;META;VISTAHERMOSA;INCENDIO DE COBERTURA VEGETAL;50711;0;0;0;0;0;0;0
01/14/2019 ;META;VISTAHERMOSA;INCENDIO DE COBERTURA VEGETAL;50711;0;0;0;0;0;0;0
1/08/2019;CORDOBA;LOS CORDOBAS;EROSION;23419;0;0;0;0;0;0;0
01/14/2019 ;MAGDALENA;ZONA BANANERA;INCENDIO DE COBERTURA VEGETAL;47980;0;0;0;0;0;0;0
01/14/2019 ;META;PUERTO GAITAN;INCENDIO DE COBERTURA VEGETAL;50568;0;0;0;0;0;0;0
01/14/2019 ;META;VISTAHERMOSA;INCENDIO DE COBERTURA VEGETAL;50711;0;0;0;0;0;0;0
01/14/2019 ;META;VISTAHERMOSA;INCENDIO DE COBERTURA VEGETAL;50711;0;0;0;0;0;0;0
1/08/2019;META;PUERTO GAITAN;INCENDIO DE COBERTURA VEGETAL;50568;0;0;0;0;0;0;0
1/06/2019;META;PUERTO LOPEZ;INCENDIO DE COBERTURA VEGETAL;50573;0;0;0;0;0;0;0
1/06/2019;META;SAN MARTIN;INCENDIO DE COBERTURA VEGETAL;50689;0;0;0;0;0;0;0
1/03/2019;META;PUERTO RICO;INCENDIO DE COBERTURA VEGETAL;50590;0;0;0;0;0;0;0
1/03/2019;META;SAN MARTIN;INCENDIO DE COBERTURA VEGETAL;50689;0;0;0;0;0;0;0
1/01/2019;META;PUERTO CONCORDIA;INCENDIO DE COBERTURA VEGETAL;50450;0;0;0;0;0;0;0
1/05/2019;NARIÑO;CHACHAGUI;INCENDIO DE COBERTURA VEGETAL;52240;0;0;0;0;0;0;0
1/04/2019;NARIÑO;ARBOLEDA;INCENDIO DE COBERTURA VEGETAL;52051;0;0;0;0;0;0;0
1/03/2019;NARIÑO;ALBAN;INCENDIO DE COBERTURA VEGETAL;52019;0;0;0;0;0;0;0
1/02/2019;NARIÑO;EL TAMBO;INCENDIO DE COBERTURA VEGETAL;52260;0;0;0;0;0;0;0
01/15/2019 ;CHOCO;RIOSUCIO;EROSION;27615;0;0;0;30;6;3;3
01/14/2019 ;SANTANDER;CARCASI;INCENDIO DE COBERTURA VEGETAL;68152;0;0;0;0;0;0;0
